서비스ID,서비스명,서비스분야,서비스목적요약,지원내용,선정기준,소관기관명,소관기관유형,부서명,사용자구분,신청기한,신청방법,접수기관,전화문의,상세조회URL,조회수,_매칭키워드
493000000156,귀농귀촌인 이사비용 지원,주거·자립,"전입일로부터 1년이내의 귀농,귀촌,귀향인에게 이사관련 비용 70만원 한도 내 지원 ","○ 해남군 전입일로부터 1년 이내의 귀농,귀촌,귀향인에게 이사관련 비용 지원
   - 이사완료 후 선 결제한 금액 중 70만원 한도 내에서 지원(최대 70만원)",,전남광주통합특별시 해남군,시군구,농업기술센터,개인,상시신청,방문신청,,농업기술센터 귀농귀촌팀/061-531-4271,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/493000000156,646,"귀농,귀촌,농업"
494000000103,무화과 재배농가 농기자재 지원,농림축산어업,"무화과 재배농가에 관수관비시설, 지주시설 등 농기자재 지원","- 관수관비, 지주시설 등 생산기반시설 설치 지원
- 잡초방지 부직포",,전남광주통합특별시 영암군,시군구,농업정책과,개인,매년 1월(예정) ,방문신청,,농업정책과 원예특작팀/061-470-2384,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/494000000103,799,"농업,농가"
494000000105,농번기 마을공동급식 지원,농림축산어업,관내 마을에 농번기 공동급식 지원,"○ 농번기 마을 공동급식 지원

○ 마을별로 농번기(4~6월, 9~11월)에 공동급식을 실시하고 그에 따른 인건비 및 부식비 지급

○ 지원금액 : 중위 242만원(부식비 129.5만, 인건비 112.5만)
  ※ 마을당 농가수에 비례하여 중위기준 지원금액의 10%씩 차등지급 (하위 30% : 217.8   중위 : 242   상위 30% : 266.2)",,전남광주통합특별시 영암군,시군구,농업정책과,법인/시설/단체,사업신청 안내 시( 2~3월),방문신청,,영암군청영암군청 농업정책과/061-470-2813,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/494000000105,618,"농업,농가"
494000000106,권장품종 수매 장려금 지원,농림축산어업,농협 권장품종 출하 농가에 수매 장려금 지원,○ 농협 권장품종을 출하한 농가에 장려금 지원,,전남광주통합특별시 영암군,시군구,농업정책과,개인,사업계획 시달 시기에 따라 상이(농협 일괄신청),방문신청,,영암군청 영암군청 농업정책과/061-470-2501,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/494000000106,671,"농업,농가"
494000000108,원예용 중형관정 지원,농림축산어업,원예 및 과수재배 농업인에게 원예용 중형관정 지원,원예 및 과수재배 농업인에게 원예용 중형관정 지원,,전남광주통합특별시 영암군,시군구,농업정책과,개인,매년 1월(예정),방문신청,,농업정책과 원예특작팀/061-470-2382,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/494000000108,682,농업
494000000112,로컬푸드 출하농가 생산장려금 지원,농림축산어업,로컬푸드 출하농가에 생산장려금 지원,○ 생산장려금 지원 : 영암군 관내 로컬푸드 직매장에 출하한 농산물 매출액의 5%를 농가에 지원,,전남광주통합특별시 영암군,시군구,농축산유통과,개인,상시신청,신청불필요,,영암군청 농축산유통과/061-470-2376,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/494000000112,820,농가
494000000117,귀농정착금 지원,생활안정,귀농인에게 정착금 지원,"○ 별도의 심사를 통해 선정된 대상자 선정 

○ 선정대상자는 신청 후 3개월이 지난 익월부터 매월 30만원을 3년간 월단위로 지급",,전남광주통합특별시 영암군,시군구,인구청년과,개인,상시신청,방문신청,,영암군청 인구청년과 귀농귀촌팀/061-470-2557,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/494000000117,993,귀농
494000000127,농기계 구입 지원,농림축산어업,선정된 농가에 농기계 구입비 일부 지원,○ 노동력 절감을 위한 농기계 구입 지원,,전남광주통합특별시 영암군,시군구,농업정책과,개인,전년도 11~12월 中,방문신청,,영암군청 농업정책과/061-470-2368,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/494000000127,701,"농업,농가"
494000000129,신소득 특화작목 육성사업,농림축산어업,"○ 지원내용 : 묘목구입, 농자재, 농기계 등 지원","○ 지원품목 : 딸기, 친환경버섯, 블루베리, 체리
○ 지원내용 : 묘목구입, 농자재, 농기계 등 지원",,전남광주통합특별시 영암군,시군구,농업정책과,개인,매년 1월(예정) ,방문신청,,농업정책과 원예특작팀/061-470-2383,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/494000000129,547,농업
494000000136,농업용 드론 지원,농림축산어업,공동방제계약 체결 단체 등에게 농업용 드론 구입 지원,○ 벼 병해충방제를 위한 농업용 드론 구입 지원,,전남광주통합특별시 영암군,시군구,농업정책과,개인,전년도11~ 1월 中,방문신청,,영암군청 농업정책과/061-470-2368,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/494000000136,1070,농업
494000000163,대봉감 병해충 방제약제 지원,농림축산어업,대봉감 재배농가에 병해충 방제를 위한 약제 지원,대봉감 재배농가에 병해충 방제를 위한 약제 지원,,전남광주통합특별시 영암군,시군구,산림휴양과,개인,연초~ 예산 소진시,방문신청,,산림휴양과/061-470-2422,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/494000000163,854,농가
494000000168,내수면어선 노후기관 대체지원,농림축산어업,내수면 허가어선의 노후기관기관 대체비 지원,○ 내수면 허가어선의 노후기관 대체비 지원,,전남광주통합특별시 영암군,시군구,농업정책과,개인,상반기 사업 신청 공고 후 신청가능,방문신청,,영암군청 농업정책과/061-470-2196,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/494000000168,491,농업
494000000169,내수면 양식기자재 지원,농림축산어업,"군비 50%, 자부담 50%",○ 양식기자재 구입비 지원,,전남광주통합특별시 영암군,시군구,농업정책과,개인,상반기 사업 신청 공고 후 신청가능,방문신청,,영암군청 농업정책과/061-470-2196,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/494000000169,588,농업
494000000170,연안어선 노후기관 대체,농림축산어업,연안어업 허가어선 노후기관 대체비 지원,○ 연안어업 허가어선의 노후기관 대체비 지원,,전남광주통합특별시 영암군,시군구,농업정책과,개인,상반기 사업 신청 공고 후 신청가능,방문신청,,영암군청 농업정책과/061-470-2196,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/494000000170,544,농업
494000000180,어르신 등 체험활동 건강꾸러미 지원,농림축산어업,복지시설 이용자를 대상으로 실외 현장활동을 대체 할 수 있는 체험활동 꾸러미 제공,"○ 지원대상 : 관내 노인, 장애인, 아동 등 취약계층이 이용하는 복지시설(경로당 지원가능)
○ 지원내용: 도내 복지시설에 농촌융복합산업 체험활동 꾸러미 구입비용 지원
○ 지원절차: 사업신청(시설→군) ▶ 대상확정 ▶ 꾸러미구입(시설→남도장터) ▶ 정산요청(시설→군)▶ 정산(군→시설)
○ 총사업비 : 85,100천원(도비 40%, 군비 60%)   *자부담 없음",,전남광주통합특별시 영암군,시군구,농축산유통과,법인/시설/단체,상시신청,방문신청,,농축산유통과/061-470-2076,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/494000000180,381,농촌
494000000181,GAP인증농가 신청수수료 지원,농림축산어업,인증심사 시 필요한 수수료 및 심사원의 출장비를 지원하여 농가 부담 경감 및 인증농가 확대,"○ GAP인증 신청 수수료 지원
 - GAP(우수관리인증)을 받은 농업인, 생산자단체
 - 수수료 및 출장비 지원",,전남광주통합특별시 영암군,시군구,농축산유통과,개인,상시신청,방문신청,,농식품미래산업팀/061-470-2381,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/494000000181,476,"농업,농가"
494000000182,수출용 소모품 자재 구입비 지원,농림축산어업,영암군 생산 농산물 수출농가(법인)에 수출용 소모품자재 구입비를 지원,"○ 수출용 소모품자재 구입비 지원
  -영암군 생산 농산물 수출농가(법인)에 수출용 소모품자재 구입비 지원
    · 수출용 파렛트, 박스, 포장비닐 등 소모품",,전남광주통합특별시 영암군,시군구,농축산유통과,개인||법인/시설/단체,2023.01.01~2023.12.22,방문신청,,농식품유통과/061-470-2603,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/494000000182,285,농가
494000000184,농산물 택배비 지원,농림축산어업,영암 농특산물의 판매를 위해 발송한 택배비 일부 지원,"○ 사업기간 : 2024. 1. 1. ~ 12. 15.

○ 신청기간 : 5. 1. ~ 5. 31.

○ 지원단가 : 건당 최대 2,000원

○ 총사업비 : 200,000천원 (군비 100%)

○ 지원범위 : 농가당 최소 100건 이상 ~ 최대 1,000건 이하
      * 예산액 초과 시 보조비율은 변경될 수 있음

○ 사업대상 : 관내 농업인, 영농조합법인 등

○ 지원품목 : 관내 생산 농특산물, 가공식품(원재료 영암산 50% 이상)

○ 사업내용 : 영암 농특산물의 판매를 위해 발송한 택배비 일부 지원

○ 지원제외
   - 유통업자, 도소매 상인은 지원 제외(※농산물 꾸러미 판매업체에 한하여 지원가능)
   - 대봉감, 수산물, 절임배추 등 타 보조사업과 중복금지
   - 택배 발송시 품목명 반드시 기재(물품 미기재, 농산물로 기재 시 지원 불가)
   - 친·인척에게 농산물을 무상으로 발송하는 경우
   - 구매자(소비자)로부터 택배비를 받은 경우(선불, 착불)",,전남광주통합특별시 영암군,시군구,농축산유통과,개인||법인/시설/단체,2024.05.01~2024.05.31,방문신청,,농축산유통과/061-470-2051,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/494000000184,295,"농업,영농,농가"
494000000192,농산물 저온저장고 설치지원,농림축산어업,원예농산물 재배농가 저온저장고 지원을 통해 농산물 상품성 향상 및 출하조절로 소득증대 도모,"○ 소형 저온저장고 설치 지원사업
 - 1동 기준 9.9~33㎡ 규모의 컨테이너 판넬식 냉장, 냉동 저온저장고 설치
 - 농산물 재배농가

○ 중형 저온저장고 설치 지원사업
 - 66~165㎡ 이내 철골조 냉동, 냉장 저온저장고 설치비 지원
 - 농산물 재배농가, 농업법인, 생산자단체",,전남광주통합특별시 영암군,시군구,농축산유통과,개인,2023.01.16~2023.01.31,방문신청,,농식품미래산업팀/061-470-2381,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/494000000192,255,"농업,농가"
494000000267,과수생육회복 영양제 지원,농림축산어업,"배, 단감  농가에 생육회복을 위한 영양제 지원","배, 단감  농가에 생육회복을 위한 영양제 지원",,전남광주통합특별시 영암군,시군구,농업정책과,개인||법인/시설/단체,매년 1월(예정),방문신청,,농업정책과 원예특작팀/061-470-2384,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/494000000267,589,"농업,농가"
495000000415,농산물 생산비절감 지원,농림축산어업,"농업인 등에게 농업용 드론, 지게차, 곡물건조기 등 농기계 지원","○ 농산물 생산비 절감 농기계(농업용 드론, 지게차, 곡물건조기 등) 구입비의 50% 지원",,전남광주통합특별시 무안군,시군구,식량원예과,개인,매년 연초,방문신청,,식량원예과/061-450-4062,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/495000000415,656,농업
495000000416,귀농인 농가주택 수리비 지원,주거·자립,귀농인의 노후 농가주택 수리비 지원,"○ 귀농인 거주 노후 농가주택 수리비 지원
 - 지원한도 : 개소 당 1,000만원(군비 800만원, 자담 200만원) / 추가사업비 자부담 처리",,전남광주통합특별시 무안군,시군구,인구정책과,개인,연초(1~2월),방문신청,,농촌지원과/061-450-4054,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/495000000416,625,"귀농,농가"
495000000425,귀농인 정착 지원,생활안정,귀농인에게 농업관련 시설 설치 및 장비 구입 지원,"○ 농업관련 시설 설치 및 장비 구입 지원
 - 대상 장비 : 하우스, 저장고, 농기계, 농업용 창고, 축사 개·보수 등
 - 지원한도 : 개소 당 2,000만원(군비 1,600만원, 자담 400만원) /추가사업비 자부담 처리",,전남광주통합특별시 무안군,시군구,인구정책과,개인,연초(1~2월),방문신청,,농촌지원과/061-450-4054,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/495000000425,586,"귀농,농업"
495000000428,과수 생산 기반 구축 지원사업,농림축산어업,"과수재배 농업인에게 과수 생산에 필요한 시설, 장비 및 농기계 지원","○ 고품질 과수 생산을 위한 시설, 장비 및 농기계 지원
 - 시설, 장비, 농기계 등 구입비 50% 지원",,전남광주통합특별시 무안군,시군구,식량원예과,개인,상시신청,방문신청,,식량원예과/061-450-4069,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/495000000428,856,농업
495000000432,밭작물 친환경농산물 생산 장려금 지원,농림축산어업,밭작물 친환경인증 재배농가에 생산장려금 지원,"○ 밭작물 친환경농산물 재배농가 생산장려금 지원

○ 지원대상 : 밭작물 친환경농산물을 재배하고 친환경 인증을 받은 농업경영체정보를 등록한 농업인 및 법인

○ 지원단가 : 유기인증 60만원/ha, 무농약 인증 30만원/ha",,전남광주통합특별시 무안군,시군구,식량원예과,개인,사업추진계획 시달에 따른 접수기간에 신청,방문신청,,식량원예과/061-450-4072,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/495000000432,926,"농업,농가"
496000000106,친환경 완초재배 지원,농림축산어업,완초재배 희망농가에 완초재배 및 박피 인건비 일부 지원,○ 완초재배 및 박피 인건비 일부 지원,,전남광주통합특별시 함평군,시군구,농업정책실,개인,2025. 1. 13. ~ 2025. 2. 7.,방문신청,,농업정책실/061-320-1874,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/496000000106,507,"농업,농가"
496000000113,귀농인 정착 지원,농림축산어업,"귀농인에게 농지 및 농기계구입, 주택리모델링 등 지원","○ 농지구입, 농기계구입, 저장고설치, 하우스 설치

○ 주택 리모델링, 보일러, 화장실, 지붕, 부엌 등 교체 및 수리",,전남광주통합특별시 함평군,시군구,농어촌공동체과,개인,접수기관 별 상이,방문신청,,농어촌공동체과/061-320-2133,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/496000000113,637,"귀농,농지"
